OID,Cell_Third,MEAN
-1,L2,0.545318195459195
-1,A2,0.410226219968304
-1,B2,0.475442409438073
-1,C2,0.468644968006346
-1,D2,0.483354349772135
-1,E2,0.485417172312737
-1,F2,0.518095304997139
-1,G2,0.599965120669334
-1,H2,0.641000799914842
-1,I2,0.610729674498240
-1,J2,0.563386294687948
-1,K2,0.567405816076237
-1,L1,0.539468920181605
-1,A1,0.378057008528191
-1,B1,0.456409651376607
-1,C1,0.461068210419681
-1,D1,0.467219883600871
-1,E1,0.455002067983150
-1,F1,0.458577089893575
-1,G1,0.512441490723835
-1,H1,0.588841562966506
-1,I1,0.535984572172165
-1,J1,0.514154947052399
-1,K1,0.548229689295379
-1,L3,0.476849840990661
-1,A3,0.365696578305595
-1,B3,0.434357558538581
-1,C3,0.414589978714890
-1,D3,0.439091429095114
-1,E3,0.442892941175610
-1,F3,0.489702678397791
-1,G3,0.521945148229599
-1,H3,0.602796609534158
-1,I3,0.571681197484334
-1,J3,0.510171057144801
-1,K3,0.492420925199985
