OID,Cell_Third,MEAN
-1,L2,0.726667111258271
-1,A2,0.568103463056097
-1,B2,0.578194819999576
-1,C2,0.572722748915354
-1,D2,0.530898505846659
-1,E2,0.529708886477682
-1,F2,0.522052385994032
-1,G2,0.623974831565734
-1,H2,0.661390170935662
-1,I2,0.647479305664698
-1,J2,0.723085459663022
-1,K2,0.665517296713120
-1,L1,0.687372284979860
-1,A1,0.511730859137100
-1,B1,0.550209943714474
-1,C1,0.552893009119564
-1,D1,0.546572644631068
-1,E1,0.524380347960525
-1,F1,0.574187660784948
-1,G1,0.638747995098432
-1,H1,0.669590981801351
-1,I1,0.647054001808167
-1,J1,0.674566160390774
-1,K1,0.644206327215539
-1,L3,0.692926255851475
-1,A3,0.520498468255510
-1,B3,0.522159728264094
-1,C3,0.563807816581523
-1,D3,0.505287822600334
-1,E3,0.494792030222954
-1,F3,0.479746072023910
-1,G3,0.567831436554591
-1,H3,0.658173424667782
-1,I3,0.648167783684201
-1,J3,0.695487788200378
-1,K3,0.600368344121509
