OID,Cell_Third,MEAN
-1,L2,0.660366927923128
-1,A2,0.514040687037919
-1,B2,0.596881275433665
-1,C2,0.591862666938040
-1,D2,0.583168052832286
-1,E2,0.599937380353610
-1,F2,0.647662221528346
-1,G2,0.628609519466277
-1,H2,0.627896937631792
-1,I2,0.644601674490078
-1,J2,0.651589927288794
-1,K2,0.678098933167289
-1,L1,0.611728267975090
-1,A1,0.523936418735463
-1,B1,0.571809284009499
-1,C1,0.592914126399491
-1,D1,0.561428130070368
-1,E1,0.593789420525233
-1,F1,0.608660572483426
-1,G1,0.609453381682799
-1,H1,0.613169148812691
-1,I1,0.626187250614166
-1,J1,0.636108263706168
-1,K1,0.647604377208892
-1,L3,0.612718732848901
-1,A3,0.516656919933703
-1,B3,0.559176828513089
-1,C3,0.568395920018566
-1,D3,0.556545720100403
-1,E3,0.547617837946902
-1,F3,0.573077801679144
-1,G3,0.593620720545451
-1,H3,0.604193473855654
-1,I3,0.640586767925156
-1,J3,0.637398048082988
-1,K3,0.625034826497237
