OID,Cell_Third,MEAN
-1,L2,0.736919297591111
-1,A2,0.576811127274869
-1,B2,0.620519839372152
-1,C2,0.619359981351429
-1,D2,0.618687155246735
-1,E2,0.631988072395325
-1,F2,0.637994354768516
-1,G2,0.676022955448397
-1,H2,0.738950996789881
-1,I2,0.720417875275817
-1,J2,0.752039076282132
-1,K2,0.706404904903443
-1,L1,0.724134048647132
-1,A1,0.574498236341321
-1,B1,0.635983338944075
-1,C1,0.644188960393270
-1,D1,0.632579480648041
-1,E1,0.633491235971451
-1,F1,0.637989795532356
-1,G1,0.665302432407209
-1,H1,0.716594568391641
-1,I1,0.695837882041931
-1,J1,0.717379065354665
-1,K1,0.704633850545783
-1,L3,0.711445445848357
-1,A3,0.511153171181071
-1,B3,0.556068580340220
-1,C3,0.542029276054273
-1,D3,0.530855723234915
-1,E3,0.537099341551463
-1,F3,0.557915461418644
-1,G3,0.598752338409424
-1,H3,0.706503567761845
-1,I3,0.680423658092817
-1,J3,0.708579572836558
-1,K3,0.644683976636993
