OID,Cell_Third,MEAN
-1,L2,0.733895747217947
-1,A2,0.602837716479857
-1,B2,0.637234182905130
-1,C2,0.632501505149735
-1,D2,0.629985711733500
-1,E2,0.635646170377731
-1,F2,0.644146905225866
-1,G2,0.673414244959431
-1,H2,0.729858535432046
-1,I2,0.713055620430618
-1,J2,0.743446804092776
-1,K2,0.706262033463174
-1,L1,0.719125338822357
-1,A1,0.598962597386993
-1,B1,0.644187334555403
-1,C1,0.646786787940396
-1,D1,0.641064551035563
-1,E1,0.643170049786568
-1,F1,0.642655580384391
-1,G1,0.664956655928759
-1,H1,0.714364213248094
-1,I1,0.695337527513504
-1,J1,0.719181785484155
-1,K1,0.703202289046417
-1,L3,0.712779716969163
-1,A3,0.541486401567046
-1,B3,0.574446173426070
-1,C3,0.570594945446925
-1,D3,0.556848777609487
-1,E3,0.557824659732080
-1,F3,0.572162695199449
-1,G3,0.606641053040822
-1,H3,0.701763166652785
-1,I3,0.680180860228009
-1,J3,0.710212676048279
-1,K3,0.657060171663761
