OID,Cell_Third,MEAN
-1,L2,0.502444863877941
-1,A2,0.426620231614694
-1,B2,0.425826097160926
-1,C2,0.437653472688463
-1,D2,0.388310329437256
-1,E2,0.382468731370237
-1,F2,0.385910384249843
-1,G2,0.405315142754586
-1,H2,0.442667489811297
-1,I2,0.420389018151709
-1,J2,0.457039536622263
-1,K2,0.442850592716188
-1,L1,0.500358282780844
-1,A1,0.482399989081466
-1,B1,0.469254410258886
-1,C1,0.479051413221492
-1,D1,0.434051165819168
-1,E1,0.441343358490202
-1,F1,0.441127662431626
-1,G1,0.449142603975971
-1,H1,0.452759365489086
-1,I1,0.448793550252914
-1,J1,0.453923828775684
-1,K1,0.464115409755894
-1,L3,0.502851133120984
-1,A3,0.429503997179623
-1,B3,0.435341529538454
-1,C3,0.418242824244055
-1,D3,0.394185104716209
-1,E3,0.400805742670131
-1,F3,0.395078523782705
-1,G3,0.422970308462779
-1,H3,0.481680323183537
-1,I3,0.464142176012198
-1,J3,0.495478503068288
-1,K3,0.444078563650449
