OID,Cell_Third,MEAN
-1,L2,0.592787245829581
-1,A2,0.466650044822310
-1,B2,0.486904104512025
-1,C2,0.512134291231632
-1,D2,0.454129112243652
-1,E2,0.459430147707462
-1,F2,0.468949038608401
-1,G2,0.486312537808572
-1,H2,0.525483806447316
-1,I2,0.486683672874845
-1,J2,0.532674171386227
-1,K2,0.499839347373562
-1,L1,0.596380642130355
-1,A1,0.517895000865278
-1,B1,0.511017613092952
-1,C1,0.539453322523170
-1,D1,0.490953271706899
-1,E1,0.502848967909813
-1,F1,0.490328345574489
-1,G1,0.513826468126561
-1,H1,0.550257312258085
-1,I1,0.521624245524406
-1,J1,0.546590332314372
-1,K1,0.538166876862811
-1,L3,0.593352376318166
-1,A3,0.513308510184288
-1,B3,0.519871523358520
-1,C3,0.516085008753741
-1,D3,0.481224909520918
-1,E3,0.492214069090864
-1,F3,0.493425485314123
-1,G3,0.495184245586395
-1,H3,0.520675228370561
-1,I3,0.515593793822659
-1,J3,0.563333617448807
-1,K3,0.518138292183479
